total_sessions,completed_sessions,completion_rate,favorite_count,favorite_rate,avg_duration_minutes,avg_active_seconds,avg_engagement_ratio,calm_type_ratio,balanced_type_ratio,active_type_ratio,feedback_positive_score,feedback_present_rate,target_label
11,5,0.4545,0,0.0,11.515,365.7286,0.5294,0.8054,0.1454,0.0492,0.3029,0.3507,calm
76,63,0.8289,13,0.1711,29.2833,1870.2108,1.0644,0.1095,0.166,0.7245,0.7718,0.7968,active
14,6,0.4286,4,0.2857,6.8021,187.0371,0.4583,0.584,0.3226,0.0934,0.3734,0.2355,calm
39,27,0.6923,6,0.1538,17.6273,747.8721,0.7071,0.2953,0.4843,0.2205,0.6822,0.5911,balanced
29,19,0.6552,0,0.0,18.2422,847.8008,0.7746,0.3406,0.4333,0.2261,0.5605,0.5279,balanced
11,8,0.7273,3,0.2727,5.8779,125.7935,0.3567,0.635,0.3019,0.0631,0.3476,0.1299,calm
45,29,0.6444,4,0.0889,12.9906,567.6284,0.7283,0.3206,0.4103,0.269,0.7053,0.2029,balanced
50,32,0.64,6,0.12,15.8176,586.2096,0.6177,0.2088,0.5864,0.2048,0.7318,0.2138,balanced
29,13,0.4483,5,0.1724,5.6468,209.0534,0.617,0.8057,0.1634,0.0309,0.5974,0.2426,calm
63,54,0.8571,16,0.254,31.5531,1958.7887,1.0347,0.0366,0.2342,0.7292,0.6655,0.6415,active
34,21,0.6176,3,0.0882,34.0617,1865.7128,0.9129,0.1116,0.2517,0.6367,0.62,0.509,active
22,12,0.5455,5,0.2273,19.7483,928.1503,0.7833,0.2554,0.431,0.3136,0.5601,0.5337,balanced
41,26,0.6341,6,0.1463,15.9541,711.9699,0.7438,0.3533,0.4092,0.2375,0.5807,0.3216,balanced
57,55,0.9649,8,0.1404,29.4521,1875.6014,1.0614,0.1194,0.1838,0.6968,0.9177,0.8588,active
14,12,0.8571,3,0.2143,38.1487,2194.4039,0.9587,0.0113,0.248,0.7407,0.5726,0.5033,active
11,6,0.5455,3,0.2727,15.6437,663.6321,0.707,0.2825,0.4153,0.3022,0.5247,0.241,balanced
15,11,0.7333,5,0.3333,35.6234,1625.0467,0.7603,0.0213,0.1509,0.8277,0.9663,0.6848,active
29,14,0.4828,7,0.2414,11.8245,557.2077,0.7854,0.809,0.0909,0.1001,0.2801,0.1352,calm
31,21,0.6774,1,0.0323,7.0827,304.1243,0.7157,0.6998,0.2801,0.0201,0.4778,0.3727,calm
23,14,0.6087,7,0.3043,5.3235,269.2404,0.8429,0.8629,0.1153,0.0218,0.2024,0.4161,calm
18,15,0.8333,3,0.1667,13.8532,780.9312,0.9395,0.2873,0.4302,0.2825,0.3854,0.2437,balanced
30,19,0.6333,5,0.1667,12.4032,658.5947,0.885,0.2561,0.4604,0.2835,0.5157,0.4166,balanced
10,8,0.8,2,0.2,14.3405,744.9405,0.8658,0.2628,0.4339,0.3032,0.4391,0.3529,balanced
57,51,0.8947,4,0.0702,28.34,1215.1989,0.7147,0.0908,0.2126,0.6966,0.965,0.6019,active
16,14,0.875,5,0.3125,14.6199,644.6797,0.7349,0.2285,0.4693,0.3022,0.4307,0.5198,balanced
18,8,0.4444,0,0.0,9.7812,478.3071,0.815,0.7718,0.1624,0.0658,0.3474,0.1465,calm
19,11,0.5789,5,0.2632,17.3827,975.5082,0.9353,0.2385,0.5984,0.1631,0.6092,0.5786,balanced
79,60,0.7595,20,0.2532,26.2144,1335.6078,0.8492,0.1287,0.2178,0.6535,0.8503,0.3664,active
69,53,0.7681,15,0.2174,32.7745,2033.7183,1.0342,0.1034,0.2429,0.6538,0.9559,0.8814,active
57,52,0.9123,9,0.1579,32.6238,1660.523,0.8483,0.077,0.178,0.745,0.9829,0.767,active
32,13,0.4062,11,0.3438,6.0246,293.295,0.8114,0.7926,0.1439,0.0635,0.4964,0.2025,calm
5,3,0.6,0,0.0,11.9945,255.2359,0.3547,0.6612,0.2587,0.0801,0.2381,0.2806,calm
34,27,0.7941,6,0.1765,28.0992,1344.7474,0.7976,0.058,0.1503,0.7918,0.8513,0.6834,active
71,59,0.831,18,0.2535,28.7181,1311.5186,0.7611,0.1154,0.2151,0.6696,0.8876,0.4936,active
21,10,0.4762,4,0.1905,7.6103,375.0872,0.8214,0.7727,0.1418,0.0856,0.5969,0.3769,calm
23,15,0.6522,0,0.0,18.2087,944.2815,0.8643,0.406,0.3822,0.2118,0.5573,0.4117,balanced
12,9,0.75,3,0.25,14.3798,769.3957,0.8918,0.3244,0.4174,0.2582,0.7456,0.277,balanced
37,27,0.7297,7,0.1892,21.6058,1102.6712,0.8506,0.0907,0.2556,0.6537,0.9681,0.8232,active
11,8,0.7273,0,0.0,8.8457,226.748,0.4272,0.7918,0.1795,0.0287,0.1887,0.0604,calm
21,21,1.0,4,0.1905,21.1113,1172.8466,0.9259,0.1231,0.277,0.5999,0.6501,0.5361,active
14,5,0.3571,4,0.2857,11.2217,366.9681,0.545,0.7345,0.1138,0.1517,0.3601,0.3071,calm
72,68,0.9444,5,0.0694,26.3733,1476.1227,0.9328,0.1315,0.1389,0.7296,0.814,0.8035,active
9,6,0.6667,2,0.2222,6.6044,151.4272,0.3821,0.7268,0.2239,0.0493,0.2767,0.4173,calm
12,10,0.8333,1,0.0833,15.7981,594.7811,0.6275,0.2716,0.3963,0.3322,0.5015,0.4683,balanced
21,8,0.381,6,0.2857,9.0951,449.0754,0.8229,0.8226,0.1463,0.031,0.5623,0.0657,calm
44,21,0.4773,3,0.0682,13.9957,578.3404,0.6887,0.2266,0.5113,0.262,0.5363,0.5073,balanced
31,21,0.6774,0,0.0,10.3763,423.1523,0.6797,0.692,0.2608,0.0472,0.3733,0.3568,calm
24,18,0.75,0,0.0,5.654,202.3914,0.5966,0.7038,0.2008,0.0954,0.2584,0.4128,calm
39,24,0.6154,0,0.0,16.5951,653.6577,0.6565,0.3195,0.395,0.2855,0.7029,0.5524,balanced
23,12,0.5217,2,0.087,18.0827,748.7429,0.6901,0.4168,0.3558,0.2274,0.7311,0.6163,balanced
9,7,0.7778,2,0.2222,6.7122,158.746,0.3942,0.6961,0.2263,0.0775,0.5724,0.2312,calm
56,55,0.9821,16,0.2857,23.7169,1323.8509,0.9303,0.0781,0.2788,0.6431,0.6248,0.749,active
43,31,0.7209,10,0.2326,39.1739,2568.4687,1.0928,0.0664,0.17,0.7636,0.8196,0.4712,active
45,23,0.5111,9,0.2,21.9632,1222.8615,0.928,0.2632,0.4475,0.2892,0.6831,0.232,balanced
78,55,0.7051,20,0.2564,36.6153,2037.6625,0.9275,0.0773,0.2006,0.7221,0.5615,0.6666,active
48,38,0.7917,14,0.2917,36.4012,2382.8539,1.091,0.1316,0.2274,0.641,0.7891,0.6195,active
32,19,0.5938,7,0.2188,10.7074,469.7175,0.7311,0.7772,0.1267,0.096,0.209,0.1593,calm
55,37,0.6727,10,0.1818,35.3832,2251.4732,1.0605,0.1521,0.209,0.6388,0.8311,0.49,active
10,4,0.4,3,0.3,8.5194,431.1888,0.8435,0.6454,0.301,0.0537,0.2771,0.1199,calm
8,3,0.375,2,0.25,9.6154,276.1987,0.4787,0.7168,0.189,0.0942,0.2907,0.2263,calm
54,46,0.8519,10,0.1852,23.0728,1336.6165,0.9655,0.1143,0.2442,0.6415,0.5667,0.8275,active
31,21,0.6774,6,0.1935,39.6722,2442.5216,1.0261,0.0291,0.1295,0.8414,0.8527,0.6732,active
11,6,0.5455,1,0.0909,19.3951,942.0373,0.8095,0.4322,0.3923,0.1755,0.4971,0.441,balanced
69,65,0.942,14,0.2029,26.0983,1578.6942,1.0082,0.1122,0.2081,0.6797,0.9071,0.827,active
13,8,0.6154,2,0.1538,9.282,344.8293,0.6192,0.7964,0.1287,0.0749,0.3441,0.4454,calm
20,8,0.4,0,0.0,5.2595,164.8391,0.5224,0.8446,0.0958,0.0596,0.2164,0.2848,calm
24,17,0.7083,8,0.3333,6.3725,284.4225,0.7439,0.7019,0.2362,0.0619,0.4341,0.2398,calm
36,24,0.6667,5,0.1389,25.2543,1323.6284,0.8735,0.0085,0.2824,0.7091,0.7632,0.8359,active
23,17,0.7391,0,0.0,20.6613,1137.3749,0.9175,0.2926,0.511,0.1964,0.5922,0.2345,balanced
22,16,0.7273,4,0.1818,41.7861,1969.5988,0.7856,0.0968,0.1618,0.7414,0.9464,0.6236,active
21,9,0.4286,5,0.2381,6.2862,277.2118,0.735,0.6965,0.271,0.0324,0.3358,0.1325,calm
49,41,0.8367,0,0.0,30.0932,1771.5969,0.9812,0.0681,0.1299,0.8021,0.9887,0.5828,active
26,23,0.8846,7,0.2692,23.3655,1174.7511,0.838,0.0449,0.3132,0.6419,0.9689,0.5581,active
36,19,0.5278,9,0.25,15.7746,749.8481,0.7923,0.3014,0.4117,0.2869,0.3871,0.6064,balanced
7,5,0.7143,2,0.2857,5.9711,181.0095,0.5052,0.7906,0.17,0.0394,0.3842,0.2273,calm
15,13,0.8667,1,0.0667,32.6208,1422.803,0.7269,0.0297,0.2049,0.7654,0.8042,0.7202,active
80,73,0.9125,27,0.3375,30.8173,1448.2145,0.7832,0.0701,0.2461,0.6838,0.7552,0.7602,active
16,13,0.8125,2,0.125,12.5266,520.5327,0.6926,0.2988,0.3969,0.3043,0.7433,0.24,balanced
43,27,0.6279,10,0.2326,14.5231,570.1968,0.6544,0.3448,0.3907,0.2645,0.6706,0.3572,balanced
66,64,0.9697,13,0.197,20.4393,1320.1251,1.0765,0.0799,0.2536,0.6665,0.6069,0.662,active
44,37,0.8409,8,0.1818,13.2487,537.5994,0.6763,0.2108,0.4793,0.3098,0.7109,0.329,balanced
19,8,0.4211,0,0.0,10.8128,229.368,0.3535,0.6363,0.2991,0.0645,0.1504,0.3718,calm
45,32,0.7111,11,0.2444,18.6201,972.8139,0.8708,0.3397,0.4721,0.1883,0.4234,0.4904,balanced
15,10,0.6667,3,0.2,18.8285,909.2105,0.8048,0.3774,0.4155,0.2071,0.679,0.2935,balanced
66,59,0.8939,10,0.1515,33.8747,1771.7302,0.8717,0.18,0.1659,0.6541,0.8035,0.3618,active
30,22,0.7333,8,0.2667,7.5625,310.4728,0.6842,0.7669,0.1468,0.0863,0.2836,0.055,calm
29,28,0.9655,9,0.3103,20.328,866.7214,0.7106,0.1794,0.1783,0.6423,0.664,0.4616,active
40,29,0.725,8,0.2,33.6404,2092.9732,1.0369,0.03,0.202,0.768,0.5654,0.5079,active
50,39,0.78,8,0.16,17.7094,902.7045,0.8496,0.3701,0.3724,0.2574,0.7332,0.3432,balanced
50,43,0.86,10,0.2,44.9283,2596.9621,0.9634,0.1703,0.2386,0.591,0.8532,0.8236,active
28,13,0.4643,0,0.0,20.6946,1008.8144,0.8125,0.2898,0.4863,0.2239,0.5059,0.2752,balanced
46,35,0.7609,12,0.2609,28.9045,1815.2083,1.0467,0.0425,0.2183,0.7392,0.568,0.7923,active
12,6,0.5,0,0.0,11.5395,531.0504,0.767,0.858,0.1052,0.0368,0.1781,0.3607,calm
13,9,0.6923,3,0.2308,20.7532,1078.7378,0.8663,0.218,0.4616,0.3204,0.4626,0.279,balanced
20,14,0.7,5,0.25,21.7058,1031.7422,0.7922,0.089,0.2298,0.6811,0.7148,0.8629,active
25,11,0.44,2,0.08,5.7811,228.6212,0.6591,0.6469,0.3398,0.0133,0.4201,0.3442,calm
8,4,0.5,0,0.0,8.1108,299.0339,0.6145,0.661,0.2859,0.0531,0.3147,0.2756,calm
13,8,0.6154,2,0.1538,23.7847,1014.4791,0.7109,0.0587,0.2162,0.7251,0.7597,0.9291,active
12,8,0.6667,2,0.1667,9.1185,335.9372,0.614,0.8627,0.0967,0.0406,0.5035,0.3802,calm
67,51,0.7612,0,0.0,36.7936,2094.8421,0.9489,0.1009,0.2598,0.6393,0.8136,0.9297,active
62,59,0.9516,9,0.1452,31.821,1364.7237,0.7148,0.1313,0.1639,0.7048,0.6757,0.5646,active
16,13,0.8125,3,0.1875,28.7432,1500.2824,0.8699,0.1349,0.1723,0.6928,0.6391,0.8418,active
22,18,0.8182,2,0.0909,17.2214,781.7411,0.7566,0.2565,0.496,0.2475,0.7101,0.4057,balanced
20,8,0.4,7,0.35,5.1169,183.0908,0.5964,0.743,0.121,0.136,0.3865,0.2599,calm
11,6,0.5455,3,0.2727,21.442,953.8153,0.7414,0.295,0.4026,0.3024,0.5416,0.5968,balanced
31,16,0.5161,8,0.2581,5.5303,269.6309,0.8126,0.7233,0.2009,0.0759,0.254,0.4125,calm
10,6,0.6,3,0.3,19.298,777.4864,0.6715,0.2914,0.4251,0.2835,0.6774,0.638,balanced
27,20,0.7407,6,0.2222,31.6186,1751.4773,0.9232,0.1201,0.167,0.7129,0.5967,0.9084,active
12,7,0.5833,4,0.3333,18.494,620.4649,0.5592,0.3338,0.4253,0.2408,0.6687,0.3992,balanced
30,16,0.5333,7,0.2333,9.1754,309.1818,0.5616,0.6714,0.2919,0.0368,0.3745,0.2846,calm
25,12,0.48,8,0.32,6.5931,284.3858,0.7189,0.6615,0.3119,0.0266,0.2377,0.3139,calm
49,33,0.6735,12,0.2449,36.2799,1730.6774,0.7951,0.0739,0.1904,0.7356,0.7131,0.8921,active
11,6,0.5455,3,0.2727,14.9755,544.7712,0.6063,0.3298,0.3644,0.3058,0.5668,0.6624,balanced
14,9,0.6429,4,0.2857,43.2508,2695.8754,1.0389,0.1188,0.1396,0.7415,0.7953,0.4653,active
27,17,0.6296,9,0.3333,19.8564,993.9176,0.8343,0.2608,0.4065,0.3327,0.6311,0.6634,balanced
32,21,0.6562,2,0.0625,10.73,369.9947,0.5747,0.8129,0.1441,0.043,0.1871,0.1815,calm
29,19,0.6552,0,0.0,14.0005,467.5953,0.5566,0.3233,0.3731,0.3036,0.5101,0.3755,balanced
23,19,0.8261,6,0.2609,40.3852,2595.7553,1.0712,0.0109,0.2537,0.7354,0.7973,0.8321,active
9,4,0.4444,3,0.3333,10.3085,495.7156,0.8015,0.8148,0.1697,0.0155,0.2645,0.3989,calm
14,12,0.8571,2,0.1429,42.8229,2333.4377,0.9082,0.0845,0.3155,0.6001,0.7214,0.8281,active
28,17,0.6071,1,0.0357,15.4461,877.2612,0.9466,0.2545,0.4549,0.2905,0.3937,0.5785,balanced
19,13,0.6842,2,0.1053,15.5154,688.4115,0.7395,0.3004,0.5214,0.1782,0.6745,0.234,balanced
43,20,0.4651,0,0.0,18.546,711.9217,0.6398,0.2597,0.5762,0.164,0.6818,0.368,balanced
47,26,0.5532,2,0.0426,20.6603,948.6097,0.7652,0.1908,0.5182,0.291,0.4713,0.3345,balanced
36,20,0.5556,10,0.2778,13.5148,620.8658,0.7657,0.3343,0.4993,0.1664,0.5379,0.296,balanced
30,18,0.6,10,0.3333,8.4593,196.903,0.3879,0.689,0.2491,0.0619,0.5179,0.3917,calm
24,17,0.7083,5,0.2083,15.1863,569.8386,0.6254,0.3161,0.3953,0.2887,0.6329,0.3237,balanced
10,5,0.5,2,0.2,15.1487,654.6035,0.7202,0.36,0.4788,0.1612,0.4304,0.4619,balanced
16,11,0.6875,1,0.0625,14.5946,515.2359,0.5884,0.3005,0.4476,0.252,0.583,0.3951,balanced
36,26,0.7222,5,0.1389,16.189,575.4703,0.5924,0.3591,0.4152,0.2257,0.662,0.5756,balanced
12,9,0.75,2,0.1667,5.9318,124.7351,0.3505,0.6969,0.2519,0.0512,0.3181,0.4007,calm
35,27,0.7714,12,0.3429,13.7068,748.8648,0.9106,0.3516,0.4615,0.1869,0.3535,0.4948,balanced
53,40,0.7547,1,0.0189,33.9394,1494.4624,0.7339,0.1345,0.1699,0.6957,0.7483,0.6873,active
24,15,0.625,2,0.0833,13.2769,544.847,0.684,0.2003,0.4599,0.3398,0.7079,0.3862,balanced
74,50,0.6757,25,0.3378,35.0933,1996.4241,0.9481,0.1075,0.2389,0.6536,0.914,0.5186,active
75,67,0.8933,10,0.1333,38.0978,2232.915,0.9768,0.0829,0.151,0.7661,0.5791,0.3702,active
5,3,0.6,1,0.2,7.4347,317.7671,0.7123,0.7559,0.2129,0.0312,0.3566,0.379,calm
59,40,0.678,8,0.1356,44.3325,2673.1646,1.005,0.0481,0.2214,0.7305,0.745,0.5278,active
75,53,0.7067,19,0.2533,43.7124,2615.7577,0.9973,0.1039,0.2551,0.6411,0.9006,0.8475,active
48,32,0.6667,6,0.125,29.9566,1824.3762,1.015,0.0539,0.1824,0.7636,0.6082,0.3775,active
23,17,0.7391,7,0.3043,12.1011,687.476,0.9469,0.2421,0.4654,0.2925,0.4255,0.5019,balanced
55,44,0.8,6,0.1091,37.3297,1681.859,0.7509,0.1402,0.1633,0.6965,0.8783,0.4504,active
7,4,0.5714,2,0.2857,8.2884,187.1985,0.3764,0.66,0.3227,0.0173,0.5682,0.0896,calm
27,17,0.6296,9,0.3333,7.0012,190.706,0.454,0.6918,0.2665,0.0417,0.4374,0.1982,calm
33,22,0.6667,10,0.303,26.715,1751.5439,1.0927,0.0614,0.2424,0.6962,0.7324,0.6421,active
23,14,0.6087,2,0.087,10.5464,452.8268,0.7156,0.8194,0.1059,0.0747,0.2747,0.3207,calm
38,32,0.8421,12,0.3158,15.7235,638.3322,0.6766,0.3052,0.3984,0.2964,0.4523,0.3545,balanced
10,6,0.6,1,0.1,5.2786,210.0389,0.6632,0.5628,0.3343,0.103,0.3043,0.2012,calm
10,5,0.5,0,0.0,15.8941,801.3177,0.8403,0.2721,0.4527,0.2753,0.4229,0.2183,balanced
29,11,0.3793,9,0.3103,6.0172,300.4775,0.8323,0.6622,0.3031,0.0348,0.2889,0.342,calm
6,4,0.6667,0,0.0,10.8159,356.637,0.5496,0.7756,0.142,0.0823,0.5625,0.3135,calm
26,18,0.6923,9,0.3462,24.5081,1444.1081,0.9821,0.0487,0.2779,0.6735,0.8705,0.658,active
43,31,0.7209,14,0.3256,41.6833,2217.5076,0.8866,0.1411,0.1784,0.6806,0.8021,0.5502,active
42,28,0.6667,11,0.2619,16.6373,657.7981,0.659,0.3164,0.4919,0.1917,0.5991,0.625,balanced
18,14,0.7778,4,0.2222,43.1009,2517.5265,0.9735,0.1049,0.1933,0.7018,0.7486,0.8557,active
30,19,0.6333,8,0.2667,6.3672,252.0374,0.6597,0.5995,0.2849,0.1157,0.2403,0.392,calm
42,34,0.8095,4,0.0952,19.2969,1029.1318,0.8889,0.2334,0.5656,0.201,0.3672,0.5261,balanced
28,22,0.7857,1,0.0357,26.9206,1300.393,0.8051,0.02,0.3081,0.6719,0.7647,0.8997,active
17,9,0.5294,4,0.2353,5.5615,224.6176,0.6731,0.6396,0.2663,0.0941,0.4262,0.1062,calm
47,40,0.8511,12,0.2553,18.2973,932.4259,0.8493,0.3129,0.4108,0.2763,0.3646,0.3975,balanced
18,9,0.5,5,0.2778,12.2676,519.1672,0.7053,0.3047,0.4714,0.2239,0.3592,0.5751,balanced
26,19,0.7308,7,0.2692,11.1509,440.3722,0.6582,0.6943,0.1912,0.1145,0.2762,0.4451,calm
48,42,0.875,12,0.25,36.1705,2065.0564,0.9515,0.1114,0.159,0.7295,0.8224,0.8493,active
66,42,0.6364,18,0.2727,41.521,2675.1005,1.0738,0.0363,0.2448,0.719,0.9022,0.6835,active
23,19,0.8261,1,0.0435,13.5771,524.3684,0.6437,0.3332,0.4295,0.2373,0.7306,0.2977,balanced
9,5,0.5556,3,0.3333,9.3265,248.585,0.4442,0.7591,0.1348,0.1061,0.2886,0.3717,calm
41,32,0.7805,3,0.0732,36.1693,1904.5839,0.8776,0.0645,0.2625,0.673,0.7845,0.8795,active
26,24,0.9231,3,0.1154,20.3856,1202.1398,0.9828,0.08,0.2752,0.6448,0.7576,0.9383,active
26,20,0.7692,0,0.0,25.2224,1396.5086,0.9228,0.1257,0.2085,0.6658,0.7241,0.387,active
46,36,0.7826,7,0.1522,16.5738,686.8364,0.6907,0.3034,0.4241,0.2725,0.4888,0.6055,balanced
26,13,0.5,2,0.0769,6.4728,176.5027,0.4545,0.7617,0.1804,0.0579,0.1834,0.4184,calm
33,23,0.697,1,0.0303,14.1531,748.4541,0.8814,0.2733,0.4734,0.2534,0.623,0.3326,balanced
26,21,0.8077,1,0.0385,21.8299,997.9268,0.7619,0.3336,0.3616,0.3048,0.5981,0.4963,balanced
76,71,0.9342,26,0.3421,30.2447,1813.5304,0.9994,0.0146,0.2102,0.7751,0.5519,0.7033,active
38,33,0.8684,8,0.2105,43.3088,2709.569,1.0427,0.0133,0.1826,0.8042,0.7723,0.406,active
17,12,0.7059,2,0.1176,17.9803,691.7362,0.6412,0.2966,0.3621,0.3413,0.7233,0.2933,balanced
8,4,0.5,0,0.0,6.9452,184.517,0.4428,0.696,0.2334,0.0707,0.1758,0.2576,calm
43,33,0.7674,8,0.186,32.8299,1737.7766,0.8822,0.0262,0.3324,0.6414,0.5763,0.424,active
48,25,0.5208,11,0.2292,18.1838,629.4068,0.5769,0.317,0.4593,0.2237,0.6972,0.4867,balanced
70,67,0.9571,6,0.0857,37.4661,2125.2409,0.9454,0.0993,0.1791,0.7216,0.8992,0.4459,active
16,10,0.625,2,0.125,6.4715,146.963,0.3785,0.8465,0.1348,0.0187,0.5425,0.1348,calm
18,17,0.9444,3,0.1667,20.2188,1142.1084,0.9415,0.1093,0.2635,0.6272,0.9543,0.6249,active
9,4,0.4444,1,0.1111,6.0399,241.8816,0.6675,0.7917,0.1097,0.0986,0.5557,0.1571,calm
49,38,0.7755,11,0.2245,13.2385,740.3832,0.9321,0.206,0.519,0.2749,0.3648,0.3736,balanced
25,19,0.76,4,0.16,16.5969,803.1045,0.8065,0.2688,0.3954,0.3358,0.4916,0.6757,balanced
49,39,0.7959,13,0.2653,18.963,1019.2765,0.8958,0.2583,0.4536,0.2881,0.4371,0.458,balanced
43,35,0.814,10,0.2326,38.1461,2442.5187,1.0672,0.1228,0.2933,0.584,0.6205,0.4768,active
28,19,0.6786,2,0.0714,8.5582,424.5585,0.8268,0.7584,0.1639,0.0777,0.5587,0.4063,calm
35,14,0.4,10,0.2857,8.319,266.6285,0.5342,0.7298,0.1855,0.0847,0.3827,0.2225,calm
22,18,0.8182,1,0.0455,24.3189,1133.6567,0.7769,0.1361,0.279,0.5849,0.9418,0.4635,active
9,7,0.7778,1,0.1111,8.1547,368.1105,0.7523,0.7114,0.1626,0.126,0.4098,0.1932,calm
24,12,0.5,1,0.0417,14.6849,538.8282,0.6115,0.3434,0.5214,0.1352,0.417,0.4821,balanced
25,15,0.6,4,0.16,18.7109,826.0418,0.7358,0.2449,0.4449,0.3102,0.7364,0.2179,balanced
26,15,0.5769,8,0.3077,10.0597,497.9091,0.8249,0.7872,0.1702,0.0426,0.4056,0.0803,calm
28,17,0.6071,9,0.3214,17.7141,860.2964,0.8094,0.1947,0.5359,0.2694,0.3894,0.2049,balanced
29,20,0.6897,1,0.0345,11.0215,464.7064,0.7027,0.5836,0.3659,0.0505,0.344,0.3202,calm
11,7,0.6364,1,0.0909,21.9795,892.485,0.6768,0.3609,0.3785,0.2606,0.4513,0.4713,balanced
40,23,0.575,6,0.15,21.4891,1078.5203,0.8365,0.2902,0.418,0.2918,0.7314,0.5526,balanced
27,23,0.8519,6,0.2222,34.7294,1582.893,0.7596,0.0565,0.2907,0.6528,0.5976,0.6983,active
32,21,0.6562,2,0.0625,5.9234,298.1416,0.8389,0.7597,0.1616,0.0787,0.2716,0.4011,calm
19,13,0.6842,0,0.0,22.2089,1117.0176,0.8383,0.1137,0.2069,0.6794,0.8654,0.6257,active
78,71,0.9103,11,0.141,20.6948,941.0231,0.7579,0.0174,0.135,0.8476,0.5797,0.7943,active
13,7,0.5385,1,0.0769,6.2424,180.2552,0.4813,0.6974,0.2504,0.0522,0.2955,0.2014,calm
21,10,0.4762,1,0.0476,15.7682,750.5032,0.7933,0.356,0.4355,0.2085,0.5507,0.5409,balanced
26,9,0.3462,0,0.0,11.0469,464.1712,0.7003,0.7072,0.1808,0.112,0.4865,0.0679,calm
24,19,0.7917,3,0.125,19.4687,782.0933,0.6695,0.39,0.3251,0.2848,0.6685,0.4998,balanced
5,3,0.6,0,0.0,7.0902,312.3167,0.7341,0.6921,0.2596,0.0483,0.2956,0.2101,calm
34,15,0.4412,11,0.3235,12.4646,615.5224,0.823,0.4155,0.4363,0.1482,0.6813,0.5284,balanced
75,63,0.84,19,0.2533,38.1299,2205.2256,0.9639,0.0806,0.1679,0.7514,0.9854,0.4556,active
6,4,0.6667,0,0.0,9.3986,200.4098,0.3554,0.692,0.2165,0.0915,0.4419,0.3303,calm
39,29,0.7436,4,0.1026,31.7011,2014.2517,1.059,0.0326,0.1966,0.7708,0.8389,0.9443,active
18,8,0.4444,1,0.0556,8.5189,319.8415,0.6257,0.6694,0.2442,0.0864,0.5645,0.1006,calm
79,60,0.7595,26,0.3291,41.3986,2331.224,0.9385,0.0877,0.2452,0.667,0.6233,0.7015,active
18,16,0.8889,1,0.0556,40.1938,2091.6799,0.8673,0.1195,0.205,0.6755,0.8341,0.7672,active
18,12,0.6667,6,0.3333,29.474,1717.8161,0.9714,0.1352,0.2635,0.6013,0.6489,0.8576,active
45,29,0.6444,0,0.0,38.6275,1782.8954,0.7693,0.0773,0.2065,0.7162,0.9223,0.5885,active
44,36,0.8182,15,0.3409,39.7548,1816.0085,0.7613,0.0682,0.3029,0.6289,0.6026,0.4685,active
7,3,0.4286,1,0.1429,5.8767,299.6252,0.8498,0.7603,0.1854,0.0543,0.3351,0.2109,calm
44,23,0.5227,2,0.0455,19.9983,799.6703,0.6665,0.3806,0.3932,0.2262,0.5695,0.3182,balanced
75,48,0.64,2,0.0267,21.9719,986.3319,0.7482,0.0476,0.2903,0.6621,0.9797,0.9458,active
78,59,0.7564,14,0.1795,37.304,2438.5147,1.0895,0.1439,0.2569,0.5992,0.9089,0.4396,active
23,14,0.6087,2,0.087,8.5998,307.0639,0.5951,0.6996,0.2489,0.0515,0.3792,0.2813,calm
12,7,0.5833,2,0.1667,9.91,463.6389,0.7797,0.774,0.1276,0.0984,0.2678,0.2721,calm
50,29,0.58,10,0.2,16.6109,725.5005,0.7279,0.3127,0.477,0.2103,0.7474,0.6818,balanced
52,48,0.9231,17,0.3269,27.2897,1645.8466,1.0052,0.0216,0.2616,0.7168,0.8062,0.8948,active
25,13,0.52,4,0.16,9.4116,396.3646,0.7019,0.8049,0.1322,0.0629,0.4447,0.1287,calm
22,13,0.5909,2,0.0909,17.6966,716.6526,0.6749,0.3476,0.4633,0.1892,0.5356,0.5115,balanced
29,12,0.4138,5,0.1724,6.0816,283.795,0.7777,0.6337,0.2993,0.067,0.2233,0.1105,calm
64,59,0.9219,14,0.2188,31.8014,1474.9918,0.773,0.1488,0.1641,0.6871,0.7681,0.4928,active
79,68,0.8608,11,0.1392,29.8809,1612.6544,0.8995,0.0334,0.2458,0.7208,0.7993,0.3865,active
67,48,0.7164,10,0.1493,35.162,2088.3283,0.9899,0.0356,0.2414,0.7229,0.6478,0.6483,active
12,10,0.8333,2,0.1667,12.59,604.9436,0.8008,0.3514,0.3725,0.2761,0.6706,0.3656,balanced
25,10,0.4,5,0.2,5.1339,109.9665,0.357,0.7091,0.2598,0.0311,0.169,0.138,calm
38,30,0.7895,8,0.2105,40.1789,1909.0827,0.7919,0.0584,0.1662,0.7754,0.6424,0.8978,active
31,25,0.8065,4,0.129,16.2625,636.5042,0.6523,0.4136,0.406,0.1804,0.7145,0.495,balanced
9,7,0.7778,3,0.3333,5.0905,121.0724,0.3964,0.7546,0.2237,0.0217,0.2875,0.3276,calm
75,46,0.6133,23,0.3067,20.5545,961.7739,0.7799,0.11,0.2116,0.6784,0.7322,0.4184,active
19,9,0.4737,1,0.0526,7.4043,275.9703,0.6212,0.6559,0.3192,0.0249,0.2128,0.173,calm
50,38,0.76,6,0.12,29.4569,1624.8291,0.9193,0.1311,0.1326,0.7363,0.9121,0.9152,active
